0.0,0.0,0.0,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.332141,-0.23591,0.484982,2,1,2,0.2,0.282842712474619,2.009975124224178,0.0,0.0,0.0,-1.0,0.0,1.0,0.282842712474619,0.2,1.8110770276274835,0.0,0.0,0.0,-1.0,0.0,1.0,2.009975124224178,1.8110770276274835,0.2,0.0,0.0,0.0,-1.0,0.0,1.0
-1.332141,-0.029699,0.484982,2,0,2,0.2,0.282842712474619,2.009975124224178,1.0,2.3321411148916766,1.0,20.0,0.1041020160836926,1.0,0.282842712474619,0.2,1.8110770276274835,0.04892734306990836,0.23590988323565906,0.0,10.0,0.5000011012096321,2.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.5150184153914389,1.0,20.0,0.06760974630617378,1.0
0.322621,0.318864,0.23338,1,1,0,0.2,0.282842712474619,2.009975124224178,1.0,2.3321411148916766,1.0,20.0,0.06630019888348929,1.0,0.282842712474619,0.2,1.8110770276274835,0.0061595875522278834,0.029699294689876574,0.0,1.0,0.5000011012096321,3.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.5150184153914389,1.0,20.0,0.061706094307792614,1.0
0.135769,-0.029699,0.484982,1,0,2,0.2,0.282842712474619,2.009975124224178,0.5558348543660816,0.23321411148916768,1.0,10.0,0.044012319409004914,1.0,0.282842712474619,0.2,1.8110770276274835,0.554774294634871,0.23590988323565906,1.0,10.0,0.044096458122582054,3.0,2.009975124224178,1.8110770276274835,0.2,0.23986396503737467,0.006483697706782466,1.0,1.0,0.012839502785167354,1.0
-1.332141,-0.23591,0.484982,2,1,2,0.2,0.282842712474619,2.009975124224178,0.3689828196420145,0.23321411148916768,1.0,10.0,0.06630019888348929,1.0,0.282842712474619,0.2,1.8110770276274835,0.027799643563588,0.029699294689876574,0.0,1.0,0.11078539166646299,4.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.5150184153914389,1.0,20.0,0.006935850786786187,1.0
0.135769,-0.029699,0.484982,1,0,2,0.2,0.282842712474619,2.009975124224178,1.0,2.3321411148916766,1.0,20.0,0.1041020160836926,1.0,0.282842712474619,0.2,1.8110770276274835,0.04892734306990836,0.23590988323565906,0.0,10.0,0.5000011012096321,5.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.5150184153914389,1.0,20.0,0.06760974630617378,1.0
0.46652,0.459552,0.993516,0,0,0,0.2,0.282842712474619,2.009975124224178,0.3689828196420145,0.23321411148916768,1.0,10.0,0.06630019888348929,1.0,0.282842712474619,0.2,1.8110770276274835,0.027799643563588,0.029699294689876574,0.0,1.0,0.11078539166646299,6.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.5150184153914389,1.0,20.0,0.006935850786786187,1.0
-1.332141,-0.029699,0.344952,2,0,1,0.2,0.282842712474619,2.009975124224178,0.49587957332908345,0.0293599171342711,1.0,1.0,0.006210502208801586,1.0,0.282842712474619,0.2,1.8110770276274835,0.48925158873265673,0.029699294689876574,1.0,1.0,0.006294640922378729,6.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.006483697706782466,1.0,1.0,0.0016163976331049173,1.0
0.135769,-0.029699,0.484982,1,0,2,0.2,0.282842712474619,2.009975124224178,1.0,2.3321411148916766,1.0,20.0,0.011529955362482856,1.0,0.282842712474619,0.2,1.8110770276274835,0.007012043233912792,0.029699294689876574,0.0,1.0,0.4392158196641324,7.0,2.009975124224178,1.8110770276274835,0.2,0.39645397724535925,0.051501841539143896,1.0,10.0,0.061706094307792614,1.0
-0.02936,0.099284,0.484982,0,1,2,0.2,0.282842712474619,2.009975124224178,0.3689828196420145,0.23321411148916768,1.0,10.0,0.06630019888348929,1.0,0.282842712474619,0.2,1.8110770276274835,0.027799643563588,0.029699294689876574,0.0,1.0,0.11078539166646299,8.0,2.009975124224178,1.8110770276274835,0.2,1.0,0.5150184153914389,1.0,20.0,0.006935850786786187,1.0
